Customer ID,Customer Type,Account Type,Customer Region,Customer Loyalty Tier,Dispute ID,Dispute Type,Dispute Date,Dispute Resolution Time,Dispute Status,Dispute Priority,Transaction ID,Transaction Date,Transaction Amount,Transaction Type,Merchant ID,Transaction Location,Action Taken,Resolution Outcome,Resolution Time,Dispute Resolution Method,Customer Satisfaction Score,Feedback Comments,Communication Channels Used
CUS7690,Existing,Checking,California,Gold,7C629NZ,Transaction Error,2024-05-15,9,Under Investigation,Medium,67455465,2024-01-26,2539.45,Transfer,UNFQPZ,New York,Investigation Started,Resolved in Favor of Customer,27,AI,3,Very Satisfied,Online Chat
CUS2399,New,Savings,California,Silver,XWR9GTE,Account Lock,2024-01-16,5,Under Investigation,Low,53005027,2024-09-02,385.88,Deposit,ZFGUJ2,New York,Refund Issued,Resolved in Favor of Bank,24,Human Intervention,1,Could Be Better,Phone
CUS9965,New,Savings,California,Bronze,KV2XF8J,Transaction Error,2024-12-09,10,Resolved,Low,13516744,2024-09-04,1821.27,Transfer,XGG26G,Texas,Investigation Started,Resolved in Favor of Customer,12,AI,2,Very Satisfied,Online Chat
CUS8727,New,Savings,Ohio,Gold,9FU7CXP,Unauthorized Charge,2024-11-19,12,Resolved,Low,05588168,2024-11-03,2816.1,Transfer,18PK3K,New York,Compensation Provided,Partial Refund,19,Hybrid,1,Very Satisfied,In-Person
CUS6341,Existing,Checking,Georgia,Bronze,TI5F6AM,Service Issue,2024-11-03,10,Resolved,High,14594948,2024-08-16,560.2,Deposit,4PR148,Illinois,Compensation Provided,Customer Compensation,26,Hybrid,3,Neutral,Social Media
CUS2586,New,Savings,Georgia,Gold,709WY0H,Service Issue,2024-04-24,13,Pending,High,21224281,2024-07-28,1015.12,Transfer,COBIP5,Ohio,Issue Fixed,Partial Refund,25,AI,4,Satisfied,In-Person
CUS4563,Existing,Checking,New York,Bronze,W7Z60IU,Fraud,2024-03-26,9,Resolved,High,14373389,2024-07-05,1326.73,Online Purchase,CCZFXH,Texas,Compensation Provided,Resolved in Favor of Customer,28,Human Intervention,2,Satisfied,In-Person
CUS7815,Existing,Checking,Georgia,Silver,BAHAL6Q,Billing Error,2024-09-16,11,Resolved,Medium,42709213,2024-02-11,1782.82,Withdrawal,BAFQYS,New York,Refund Issued,Partial Refund,18,AI,5,Neutral,In-Person
CUS8367,Existing,Savings,Ohio,Platinum,J1JH5VT,Fraud,2024-07-17,4,Resolved,High,64888557,2024-06-10,2119.52,Withdrawal,1N8X2Z,Florida,Issue Fixed,Partial Refund,26,Hybrid,1,Satisfied,Online Chat
CUS7451,Existing,Checking,Washington,Silver,M899TBI,Transaction Error,2024-08-02,9,Resolved,Low,00728224,2024-07-15,2344.41,Withdrawal,8GSDV3,California,Investigation Started,Partial Refund,29,Hybrid,2,Satisfied,Online Chat
CUS7929,New,Checking,Florida,Platinum,1JBOTOI,Service Issue,2024-02-03,4,Resolved,Low,66613022,2024-03-16,473.24,Transfer,ZXPUT1,Georgia,Issue Fixed,Resolved in Favor of Customer,11,AI,3,Neutral,Email
CUS5449,New,Savings,Georgia,Platinum,2PWV8LH,Transaction Error,2024-05-07,13,Pending,High,16846858,2024-05-04,1739.09,Online Purchase,4BRFJX,California,Issue Fixed,Customer Compensation,22,Hybrid,5,Very Satisfied,In-Person
CUS8216,Existing,Checking,Texas,Silver,FQOWJI7,Billing Error,2024-08-22,14,Pending,Low,37291879,2024-12-16,1807.94,Transfer,W5OKLH,New York,Communication Sent,Partial Refund,28,Hybrid,2,Dissatisfied,In-Person
CUS7324,Existing,Savings,Ohio,Gold,2J3FX3R,Fraud,2024-09-03,12,Resolved,High,43981877,2024-05-03,1682.73,Cashback,7IV6S2,New York,Compensation Provided,Resolved in Favor of Bank,12,AI,1,Very Satisfied,Phone
CUS7939,New,Savings,Georgia,Bronze,37LUADJ,Fraud,2024-07-03,5,Under Investigation,High,11850389,2024-07-28,2152.58,Cashback,IHVDVB,Illinois,Communication Sent,Partial Refund,23,Hybrid,4,Dissatisfied,In-Person
CUS2143,Existing,Checking,New York,Platinum,IAFDMK8,Fraud,2024-05-22,3,Resolved,Medium,12580431,2024-01-27,764.01,Online Purchase,FU00ZI,Florida,Compensation Provided,Resolved in Favor of Customer,6,AI,1,Very Dissatisfied,Online Chat
CUS5905,Existing,Checking,Georgia,Gold,I6SEZLI,Billing Error,2024-11-20,12,Under Investigation,Low,01237013,2024-10-14,246.84,Transfer,AIXTTO,New York,Refund Issued,Partial Refund,5,AI,5,Very Dissatisfied,Email
CUS2700,Existing,Savings,Georgia,Gold,UQEVFCE,Service Issue,2024-07-06,6,Resolved,Medium,39890773,2024-10-04,1350.75,Cashback,MTC21E,Illinois,Compensation Provided,Customer Compensation,3,AI,3,Very Satisfied,Email
CUS8368,Existing,Checking,New York,Silver,024R6Q0,Unauthorized Charge,2024-05-09,8,Under Investigation,Low,53362834,2024-11-13,1191.89,Online Purchase,MCJ7KY,New York,Compensation Provided,Partial Refund,28,AI,3,Neutral,Social Media
CUS5462,New,Checking,Florida,Silver,JMF1A5H,Billing Error,2024-04-06,2,Under Investigation,Medium,32930132,2024-12-24,2060.51,Withdrawal,DOCB4Q,Texas,Compensation Provided,Partial Refund,3,Human Intervention,5,Very Dissatisfied,Email
CUS7455,New,Savings,Washington,Silver,1H7P78Y,Account Lock,2024-12-09,3,Pending,High,53121657,2024-08-05,981.02,Withdrawal,JW3T2S,Illinois,Compensation Provided,Resolved in Favor of Customer,7,AI,1,Will Recommend,Social Media
CUS6574,New,Savings,California,Bronze,NI0V1PX,Transaction Error,2024-02-01,8,Resolved,Low,23994941,2024-08-10,669.36,Deposit,G4TY1V,Washington,Communication Sent,Resolved in Favor of Customer,21,Hybrid,1,Could Be Better,Email
CUS5834,Existing,Checking,California,Gold,1JTY5VN,Fraud,2024-03-01,7,Resolved,Low,88229038,2024-06-13,2283.45,Withdrawal,Q3RY6K,New York,Refund Issued,Resolved in Favor of Bank,2,AI,4,Will Recommend,Email
CUS5643,Existing,Savings,Ohio,Silver,3CMNBKD,Fraud,2024-06-02,2,Under Investigation,Medium,67981958,2024-10-27,650.02,Transfer,XMDLHH,California,Refund Issued,Resolved in Favor of Customer,22,Hybrid,4,Very Satisfied,Online Chat
CUS8549,New,Checking,Florida,Bronze,1KZCEHE,Billing Error,2024-02-13,5,Pending,High,06287014,2024-09-10,915.58,Deposit,V0TWAQ,Texas,Investigation Started,Resolved in Favor of Bank,2,Hybrid,1,Will Recommend,Phone
CUS1406,Existing,Savings,Georgia,Platinum,701Y7XW,Billing Error,2024-02-19,14,Under Investigation,Low,71788898,2024-10-22,889.34,Withdrawal,2EDNW5,Washington,Investigation Started,Partial Refund,5,Hybrid,4,Will Recommend,In-Person
CUS2359,New,Checking,Georgia,Platinum,GM2IIZT,Transaction Error,2024-02-24,6,Pending,Low,05022845,2024-01-01,685.85,Cashback,BWNXGS,California,Investigation Started,Partial Refund,17,Human Intervention,5,Very Dissatisfied,Social Media
CUS6121,New,Savings,California,Gold,6PGZ3TF,Unauthorized Charge,2024-04-24,9,Under Investigation,High,30126663,2024-06-06,2048.22,Cashback,DZ59OK,Florida,Communication Sent,Customer Compensation,21,Human Intervention,5,Could Be Better,Social Media
CUS7640,Existing,Savings,Washington,Gold,XAW47KB,Account Lock,2024-07-19,13,Pending,Low,89368704,2024-03-07,2799.0,Online Purchase,V1Z3TH,California,Communication Sent,Resolved in Favor of Customer,18,Hybrid,3,Neutral,Online Chat
CUS8418,Existing,Savings,Texas,Bronze,FKDOV48,Fraud,2024-11-22,6,Pending,Medium,83379230,2024-12-20,2361.44,Deposit,11LMVR,Ohio,Issue Fixed,Customer Compensation,29,AI,4,Neutral,Online Chat
CUS6342,Existing,Savings,Texas,Platinum,B24IQVN,Billing Error,2024-02-02,7,Under Investigation,Medium,14691055,2024-09-18,2804.04,Transfer,VV49FL,Florida,Refund Issued,Customer Compensation,26,AI,4,Dissatisfied,Email
CUS1134,New,Checking,Illinois,Silver,SDFW05Y,Account Lock,2024-01-23,14,Pending,High,08624729,2024-11-03,1674.56,Withdrawal,3N57SG,California,Issue Fixed,Resolved in Favor of Bank,1,Hybrid,5,Could Be Better,Online Chat
CUS3832,Existing,Checking,Illinois,Gold,ETJYNFT,Account Lock,2024-11-26,13,Pending,High,17679415,2024-02-24,1096.23,Online Purchase,ERVFRA,Florida,Investigation Started,Customer Compensation,15,Hybrid,4,Very Dissatisfied,Social Media
CUS1210,New,Savings,Illinois,Bronze,YTWI80C,Service Issue,2024-01-11,8,Pending,Low,32813395,2024-07-11,349.33,Transfer,ZLONKA,Illinois,Compensation Provided,Customer Compensation,16,Hybrid,4,Very Dissatisfied,Social Media
CUS2335,Existing,Savings,Georgia,Bronze,4V25CF0,Unauthorized Charge,2024-03-10,13,Pending,High,13046964,2024-07-21,1963.08,Transfer,MH8YV3,Illinois,Issue Fixed,Resolved in Favor of Customer,17,Hybrid,4,Very Satisfied,Phone
CUS8091,Existing,Checking,Washington,Platinum,HMGSQNF,Account Lock,2024-07-14,3,Resolved,Low,74003998,2024-05-22,1590.03,Online Purchase,N9LB21,Florida,Compensation Provided,Resolved in Favor of Bank,19,AI,5,Neutral,Email
CUS7608,Existing,Checking,New York,Bronze,OHS6BMI,Billing Error,2024-11-02,5,Pending,Low,42572001,2024-01-03,2489.2,Transfer,CTP3J4,California,Compensation Provided,Customer Compensation,13,AI,4,Could Be Better,Social Media
CUS9963,Existing,Checking,Florida,Silver,0YSF120,Fraud,2024-09-02,11,Resolved,Medium,58203607,2024-04-04,1696.52,Transfer,JI2QWR,Florida,Issue Fixed,Resolved in Favor of Bank,8,AI,3,Satisfied,Email
CUS1773,New,Savings,Illinois,Gold,WMTWHY5,Account Lock,2024-02-17,8,Resolved,Low,70211042,2024-12-09,2578.79,Withdrawal,ESDUJH,Illinois,Refund Issued,Resolved in Favor of Bank,9,Human Intervention,2,Could Be Better,Email
CUS9433,New,Savings,Ohio,Platinum,LKBW4N7,Fraud,2024-08-25,6,Resolved,Medium,41345663,2024-09-10,2393.73,Withdrawal,9IFGHI,Georgia,Refund Issued,Resolved in Favor of Customer,7,Human Intervention,3,Neutral,Email
CUS5084,Existing,Checking,Ohio,Platinum,Q63VT1V,Billing Error,2024-06-23,5,Under Investigation,High,40504572,2024-04-08,435.77,Online Purchase,HMCF1N,Washington,Refund Issued,Partial Refund,26,AI,5,Could Be Better,Social Media
CUS8303,New,Savings,Illinois,Platinum,C6GQ7PB,Service Issue,2024-01-17,10,Resolved,Low,05537439,2024-09-21,1657.55,Withdrawal,WQ6AZT,Georgia,Compensation Provided,Partial Refund,8,Human Intervention,4,Will Recommend,Email
CUS5024,Existing,Checking,New York,Platinum,DQKF492,Transaction Error,2024-11-20,7,Pending,Medium,07753707,2024-02-24,1683.2,Deposit,TMKDEL,Illinois,Communication Sent,Customer Compensation,3,Human Intervention,1,Could Be Better,In-Person
CUS5492,Existing,Checking,New York,Silver,VNMR3AL,Service Issue,2024-11-11,5,Pending,High,82660319,2024-08-08,1558.07,Transfer,LYZMCX,Florida,Issue Fixed,Partial Refund,5,Hybrid,2,Neutral,Phone
CUS1517,New,Checking,Ohio,Bronze,ULS2ZPG,Unauthorized Charge,2024-11-08,12,Resolved,Low,53954516,2024-04-23,1072.59,Cashback,CL2JT6,Georgia,Refund Issued,Customer Compensation,2,Hybrid,5,Very Dissatisfied,Social Media
CUS5296,Existing,Checking,Florida,Gold,2TZ1OJT,Service Issue,2024-07-09,12,Pending,Low,59677496,2024-06-20,2546.56,Withdrawal,B9A3C6,Florida,Investigation Started,Resolved in Favor of Bank,2,AI,4,Will Recommend,Social Media
CUS2570,New,Checking,Texas,Gold,01LCSP2,Unauthorized Charge,2024-02-08,8,Pending,Low,25206702,2024-05-21,2615.17,Cashback,QNFXTO,Texas,Compensation Provided,Customer Compensation,30,Human Intervention,1,Could Be Better,Phone
CUS2847,New,Savings,Illinois,Bronze,NLO8I7S,Unauthorized Charge,2024-09-16,2,Pending,Low,53420434,2024-12-07,1094.03,Cashback,9V23RW,New York,Investigation Started,Resolved in Favor of Bank,14,Human Intervention,2,Very Satisfied,Email
CUS7337,New,Savings,Illinois,Bronze,GBXPDKT,Account Lock,2024-11-09,14,Resolved,Medium,42242340,2024-03-14,1333.97,Cashback,206BYX,Florida,Investigation Started,Resolved in Favor of Bank,12,Human Intervention,4,Dissatisfied,Social Media
CUS3401,Existing,Savings,Ohio,Platinum,ZBXD7I1,Transaction Error,2024-05-04,4,Under Investigation,Low,25712049,2024-12-05,2408.25,Online Purchase,BW80NZ,Washington,Investigation Started,Resolved in Favor of Bank,10,AI,4,Dissatisfied,In-Person
CUS2223,New,Savings,Ohio,Platinum,TELZGZF,Unauthorized Charge,2024-09-08,10,Pending,Low,19825274,2024-01-04,2444.04,Deposit,NL56ZD,California,Compensation Provided,Partial Refund,30,Human Intervention,3,Could Be Better,Online Chat
CUS1963,New,Savings,Texas,Silver,KXLX8WR,Account Lock,2024-07-02,12,Pending,Low,46492438,2024-10-01,2161.22,Cashback,549J9G,Illinois,Refund Issued,Resolved in Favor of Bank,5,Hybrid,2,Neutral,Social Media
CUS7951,Existing,Savings,Texas,Platinum,T1WXFXD,Unauthorized Charge,2024-11-16,13,Under Investigation,Medium,73396045,2024-02-20,1202.39,Online Purchase,DHUC1N,Washington,Investigation Started,Resolved in Favor of Bank,18,AI,2,Very Satisfied,In-Person
CUS8720,New,Checking,Florida,Bronze,ABX5QGE,Service Issue,2024-11-20,8,Pending,High,04602472,2024-07-25,2363.64,Transfer,YGYTQ4,Ohio,Investigation Started,Customer Compensation,11,Human Intervention,1,Could Be Better,Email
CUS6866,New,Savings,Texas,Gold,IBMBSZQ,Fraud,2024-10-16,13,Resolved,Low,68891840,2024-01-01,2859.07,Withdrawal,B0WFK8,Texas,Compensation Provided,Resolved in Favor of Customer,15,Hybrid,5,Very Satisfied,Social Media
CUS8953,Existing,Checking,Washington,Gold,O9H932J,Transaction Error,2024-04-16,4,Under Investigation,High,19021347,2024-02-27,218.79,Withdrawal,360TDJ,Ohio,Investigation Started,Partial Refund,2,Hybrid,5,Dissatisfied,Online Chat
CUS9960,Existing,Savings,Illinois,Bronze,S2L3SDI,Account Lock,2024-01-19,4,Pending,Low,00967260,2024-07-24,745.67,Transfer,MQRYTL,Texas,Compensation Provided,Resolved in Favor of Bank,15,AI,3,Dissatisfied,Phone
CUS8259,New,Checking,Texas,Gold,3DPK7PV,Service Issue,2024-05-15,4,Pending,Medium,50375716,2024-02-08,62.44,Withdrawal,VOLAQY,Florida,Communication Sent,Customer Compensation,23,Human Intervention,4,Dissatisfied,Online Chat
CUS2969,Existing,Checking,Georgia,Bronze,B356ROH,Fraud,2024-05-15,14,Resolved,Medium,83798067,2024-11-22,2083.94,Cashback,P6CE96,New York,Issue Fixed,Customer Compensation,24,AI,4,Dissatisfied,In-Person
CUS1568,New,Savings,Illinois,Silver,CTJ61PA,Billing Error,2024-09-02,10,Pending,Medium,84958947,2024-09-05,1468.72,Online Purchase,UIWV5V,Georgia,Issue Fixed,Resolved in Favor of Customer,11,Hybrid,1,Will Recommend,In-Person
CUS8072,New,Checking,New York,Gold,LW6U4CN,Billing Error,2024-09-10,5,Under Investigation,High,49408833,2024-03-26,968.27,Online Purchase,355A9T,Texas,Compensation Provided,Partial Refund,5,AI,2,Neutral,In-Person
CUS5599,Existing,Savings,Florida,Gold,3PBLB7D,Service Issue,2024-03-28,7,Resolved,Medium,09907239,2024-05-22,1991.31,Withdrawal,5CKVIP,California,Refund Issued,Resolved in Favor of Customer,15,Hybrid,3,Could Be Better,Online Chat
CUS8225,Existing,Savings,Georgia,Gold,WLCF6AE,Fraud,2024-09-24,4,Resolved,Medium,58922844,2024-12-09,670.39,Deposit,POP9KU,Texas,Refund Issued,Resolved in Favor of Customer,27,Human Intervention,2,Very Dissatisfied,Online Chat
CUS8882,New,Checking,Texas,Bronze,J8VTYML,Billing Error,2024-04-20,13,Pending,High,81035133,2024-05-18,52.4,Deposit,F3IVN4,Illinois,Communication Sent,Resolved in Favor of Customer,11,Human Intervention,1,Very Dissatisfied,Phone
CUS6946,Existing,Checking,Illinois,Silver,C4UCY35,Transaction Error,2024-09-10,7,Under Investigation,Medium,55764414,2024-11-26,2312.26,Online Purchase,ZTCDEF,Florida,Issue Fixed,Resolved in Favor of Customer,29,AI,5,Dissatisfied,Email
CUS4461,New,Savings,Ohio,Gold,FSNIMB7,Billing Error,2024-09-15,14,Under Investigation,High,59976934,2024-06-07,613.48,Transfer,D170MC,New York,Issue Fixed,Resolved in Favor of Customer,3,AI,3,Satisfied,Online Chat
CUS7421,Existing,Checking,Ohio,Silver,20H25I4,Account Lock,2024-03-15,5,Under Investigation,Low,07183335,2024-04-26,988.55,Cashback,LCYXWJ,New York,Investigation Started,Partial Refund,4,Human Intervention,4,Dissatisfied,In-Person
CUS3532,Existing,Checking,Ohio,Platinum,OKDJIBP,Account Lock,2024-06-09,7,Resolved,High,19724856,2024-08-10,1759.89,Online Purchase,O5PE6R,New York,Communication Sent,Customer Compensation,19,Human Intervention,5,Could Be Better,Social Media
CUS1280,Existing,Savings,California,Bronze,41WFIYQ,Service Issue,2024-03-04,14,Pending,Low,36214255,2024-05-22,1250.85,Transfer,17R0OJ,Illinois,Investigation Started,Customer Compensation,18,Human Intervention,1,Very Dissatisfied,Email
CUS2723,New,Checking,New York,Silver,7OYFAA9,Account Lock,2024-03-16,12,Resolved,Medium,31558146,2024-12-24,1693.2,Deposit,T386B7,California,Issue Fixed,Partial Refund,13,AI,4,Very Satisfied,Online Chat
CUS8398,Existing,Checking,Texas,Bronze,XJD7BEB,Account Lock,2024-07-02,5,Under Investigation,Medium,65206426,2024-10-25,2196.78,Withdrawal,E48IX3,Georgia,Issue Fixed,Resolved in Favor of Bank,29,Hybrid,3,Very Satisfied,Online Chat
CUS9741,Existing,Checking,Illinois,Silver,5X9VL27,Billing Error,2024-03-08,10,Under Investigation,High,76562790,2024-02-26,1396.86,Online Purchase,8OCYKK,Washington,Issue Fixed,Customer Compensation,5,AI,2,Very Satisfied,Social Media
CUS9324,Existing,Checking,Georgia,Platinum,UYI93SK,Unauthorized Charge,2024-03-04,11,Under Investigation,Medium,00100347,2024-07-15,621.43,Cashback,UDXSQJ,Ohio,Compensation Provided,Resolved in Favor of Customer,23,Hybrid,4,Neutral,In-Person
CUS3414,Existing,Checking,Florida,Gold,PFTE1E9,Billing Error,2024-04-20,3,Resolved,Medium,42458998,2024-02-22,913.45,Cashback,KQK10X,Georgia,Issue Fixed,Partial Refund,13,Human Intervention,1,Will Recommend,Email
CUS6848,New,Savings,Washington,Gold,YO9Q9G6,Billing Error,2024-10-03,3,Pending,Medium,89838815,2024-12-09,2211.69,Deposit,6IRTQW,Georgia,Issue Fixed,Resolved in Favor of Bank,14,Human Intervention,5,Will Recommend,Social Media
CUS3282,Existing,Checking,Washington,Silver,HVFF0FH,Fraud,2024-01-02,10,Pending,Low,99895816,2024-06-19,2393.25,Withdrawal,UDJXQM,New York,Refund Issued,Resolved in Favor of Customer,19,Human Intervention,2,Very Dissatisfied,Phone
CUS6226,New,Checking,Florida,Bronze,6CPDMKF,Fraud,2024-03-14,6,Pending,High,09836577,2024-03-17,1163.72,Cashback,ZHJLR5,Washington,Compensation Provided,Partial Refund,25,Hybrid,4,Very Dissatisfied,Email
CUS3146,Existing,Checking,Washington,Silver,P9G6GGX,Service Issue,2024-09-15,13,Under Investigation,Low,83578099,2024-02-04,2529.47,Deposit,EDOII8,New York,Communication Sent,Resolved in Favor of Customer,27,Human Intervention,2,Could Be Better,Social Media
CUS4916,New,Checking,Florida,Bronze,FG4PX49,Account Lock,2024-04-24,4,Resolved,Low,26084967,2024-01-12,1080.47,Online Purchase,K1NE4I,Ohio,Investigation Started,Partial Refund,12,AI,2,Will Recommend,Online Chat
CUS4789,Existing,Savings,Illinois,Gold,N9HFFCE,Billing Error,2024-01-06,6,Pending,Medium,15255962,2024-08-22,2095.23,Withdrawal,DAUVQ2,Florida,Refund Issued,Partial Refund,4,Human Intervention,4,Will Recommend,Social Media
CUS3239,New,Checking,Illinois,Silver,KOKH6H6,Service Issue,2024-08-21,12,Pending,Medium,19097792,2024-02-24,2103.24,Withdrawal,YVWDK2,Ohio,Issue Fixed,Partial Refund,11,Human Intervention,5,Dissatisfied,In-Person
CUS9459,New,Savings,Illinois,Silver,JNWLSRW,Service Issue,2024-09-01,7,Resolved,High,26225206,2024-11-07,2727.97,Cashback,ALAO4B,Georgia,Compensation Provided,Partial Refund,26,Human Intervention,3,Neutral,Social Media
CUS6221,Existing,Checking,New York,Silver,BWX8ITF,Transaction Error,2024-08-26,10,Resolved,High,57600201,2024-01-03,1427.3,Online Purchase,2D7D7K,Illinois,Compensation Provided,Resolved in Favor of Bank,7,Human Intervention,4,Dissatisfied,Email
CUS4835,New,Savings,Illinois,Bronze,9R7YT9W,Service Issue,2024-04-08,8,Under Investigation,Medium,57916511,2024-03-15,2263.3,Deposit,YYEPOQ,Georgia,Communication Sent,Resolved in Favor of Bank,16,AI,5,Will Recommend,Phone
CUS6630,New,Checking,Illinois,Silver,BQKNDVV,Account Lock,2024-10-12,9,Under Investigation,High,69533329,2024-01-07,2042.48,Withdrawal,WIDTGX,Washington,Communication Sent,Partial Refund,8,Human Intervention,4,Dissatisfied,Phone
CUS6822,New,Savings,New York,Silver,Y4KX53F,Service Issue,2024-03-06,3,Pending,High,26684455,2024-01-26,1312.93,Cashback,W9HCAM,Illinois,Refund Issued,Resolved in Favor of Customer,16,AI,4,Could Be Better,Online Chat
CUS2902,Existing,Checking,Washington,Silver,ZY6QMMA,Transaction Error,2024-05-14,3,Pending,Medium,32149965,2024-09-16,2621.23,Cashback,AA87F4,Washington,Communication Sent,Partial Refund,28,Human Intervention,1,Very Satisfied,Online Chat
CUS6684,Existing,Savings,Texas,Bronze,56K2VI1,Service Issue,2024-11-25,3,Resolved,High,73469869,2024-12-16,334.38,Transfer,Y5M72S,Ohio,Refund Issued,Partial Refund,20,Human Intervention,1,Dissatisfied,Social Media
CUS3220,Existing,Checking,California,Platinum,PJ7GLK8,Fraud,2024-05-23,10,Under Investigation,Medium,63479350,2024-12-01,2352.27,Online Purchase,HO8AA7,Georgia,Investigation Started,Partial Refund,12,Hybrid,1,Very Satisfied,Phone
CUS2233,New,Checking,California,Gold,GKZAU0N,Billing Error,2024-03-03,5,Resolved,High,63262927,2024-03-22,2349.58,Cashback,HDJ0V8,Georgia,Issue Fixed,Resolved in Favor of Bank,22,AI,3,Very Satisfied,Email
CUS6386,Existing,Checking,California,Gold,Z2OVSI9,Unauthorized Charge,2024-05-24,7,Pending,High,87548510,2024-04-09,2844.23,Cashback,ZAQZEW,Washington,Issue Fixed,Resolved in Favor of Bank,28,Hybrid,2,Satisfied,Social Media
CUS5014,New,Savings,Ohio,Bronze,C6L8A6S,Service Issue,2024-12-18,9,Pending,Medium,64158101,2024-03-05,1897.98,Online Purchase,GMDY9H,Ohio,Issue Fixed,Customer Compensation,7,AI,5,Very Dissatisfied,In-Person
CUS8206,Existing,Checking,California,Bronze,4592KUE,Service Issue,2024-07-06,14,Resolved,Low,65655373,2024-09-20,372.38,Cashback,303RZA,Illinois,Issue Fixed,Resolved in Favor of Customer,1,AI,5,Could Be Better,In-Person
CUS4972,New,Checking,Texas,Platinum,JN58ZPS,Transaction Error,2024-03-26,13,Under Investigation,Medium,05997290,2024-11-28,2605.37,Online Purchase,J3ZUB4,Ohio,Compensation Provided,Resolved in Favor of Customer,26,Hybrid,1,Dissatisfied,Phone
CUS8354,Existing,Checking,Georgia,Gold,ZHVOU4T,Fraud,2024-01-04,4,Under Investigation,Medium,45160192,2024-12-17,796.9,Withdrawal,7ODGZT,Washington,Investigation Started,Customer Compensation,25,AI,2,Dissatisfied,Phone
CUS9782,Existing,Savings,California,Platinum,TNW76YD,Service Issue,2024-07-18,12,Resolved,Medium,69081216,2024-10-07,2920.58,Withdrawal,DGQROI,New York,Investigation Started,Resolved in Favor of Customer,7,Human Intervention,5,Very Dissatisfied,Phone
CUS2891,New,Savings,Texas,Bronze,ZW1WHHQ,Fraud,2024-05-11,2,Resolved,High,10793411,2024-12-19,1908.61,Online Purchase,EFID2S,New York,Investigation Started,Customer Compensation,16,Hybrid,2,Very Dissatisfied,Phone
CUS6488,Existing,Savings,Ohio,Bronze,HHQ2W7J,Fraud,2024-09-04,9,Resolved,Medium,51134747,2024-08-01,451.34,Transfer,QLHJT4,New York,Investigation Started,Partial Refund,18,AI,4,Could Be Better,Email
CUS2793,New,Checking,Illinois,Gold,6CFPLTZ,Service Issue,2024-01-22,7,Resolved,Medium,35913301,2024-04-05,1191.76,Deposit,9VCSBG,Georgia,Compensation Provided,Resolved in Favor of Bank,20,Human Intervention,5,Will Recommend,Social Media
CUS7288,Existing,Checking,New York,Platinum,SV0O1L5,Fraud,2024-07-26,4,Resolved,High,42697298,2024-12-06,580.14,Online Purchase,ZKI07V,Washington,Investigation Started,Resolved in Favor of Bank,29,Human Intervention,2,Neutral,Phone
CUS7054,New,Savings,Illinois,Silver,4MIASUD,Billing Error,2024-03-05,11,Under Investigation,Medium,03941530,2024-09-12,834.94,Cashback,JW2G80,Georgia,Compensation Provided,Resolved in Favor of Customer,28,Human Intervention,3,Very Dissatisfied,Phone
CUS9271,New,Savings,Ohio,Platinum,6SMVNAN,Transaction Error,2024-07-07,9,Pending,High,01083367,2024-08-05,1002.86,Online Purchase,BES75A,New York,Compensation Provided,Partial Refund,28,Human Intervention,3,Neutral,Phone
CUS6515,Existing,Checking,Washington,Bronze,QKKWZV1,Service Issue,2024-03-13,3,Pending,High,07129811,2024-12-22,2432.29,Withdrawal,SX7D6W,Florida,Issue Fixed,Resolved in Favor of Bank,18,Human Intervention,5,Could Be Better,Online Chat
CUS1434,Existing,Savings,Georgia,Bronze,ZJL60MD,Account Lock,2024-11-02,6,Pending,Medium,37761648,2024-03-24,1613.26,Transfer,A3S8Y0,Georgia,Communication Sent,Resolved in Favor of Bank,17,Human Intervention,1,Very Satisfied,Online Chat
CUS4962,Existing,Checking,New York,Gold,IRHS87U,Account Lock,2024-09-16,7,Under Investigation,High,67923080,2024-02-09,1702.12,Withdrawal,8X2XN1,New York,Compensation Provided,Resolved in Favor of Customer,12,Human Intervention,4,Satisfied,Online Chat
CUS2556,New,Checking,Illinois,Silver,CEFHW69,Fraud,2024-06-23,2,Pending,High,98203575,2024-08-25,2688.53,Cashback,EQGU7S,Ohio,Communication Sent,Partial Refund,23,Hybrid,4,Will Recommend,Phone
CUS7246,New,Checking,Washington,Gold,MFJPJZL,Unauthorized Charge,2024-04-08,14,Pending,High,15362485,2024-01-26,1463.02,Cashback,H6UAQY,California,Refund Issued,Resolved in Favor of Bank,21,Hybrid,1,Will Recommend,Email
CUS3458,New,Savings,Ohio,Bronze,H8ULL58,Billing Error,2024-09-03,7,Under Investigation,Medium,02585818,2024-02-21,1438.18,Withdrawal,W1IYSR,California,Communication Sent,Partial Refund,8,Human Intervention,5,Very Satisfied,Phone
CUS8867,Existing,Savings,Georgia,Gold,YJNT1LT,Billing Error,2024-03-25,3,Pending,Medium,08457252,2024-06-12,502.74,Transfer,UIQEBE,Georgia,Refund Issued,Resolved in Favor of Customer,20,Human Intervention,2,Will Recommend,In-Person
CUS6683,New,Savings,Florida,Gold,IR4P8NR,Service Issue,2024-01-18,8,Pending,Medium,45551972,2024-12-17,763.03,Transfer,KI0YIC,Georgia,Compensation Provided,Resolved in Favor of Bank,30,Hybrid,5,Very Satisfied,Email
